"Sequence_Name" "mcg" "gvh" "alm" "mit" "erl" "pox" "vac" "nuc" "Localization_site"
"1098" "SIR3_YEAST" 0.47 0.5 0.47 0.22 0.5 0 0.53 0.45 "NUC"
"1099" "SIR4_YEAST" 0.33 0.42 0.55 0.23 0.5 0 0.52 0.43 "NUC"
"1100" "SIS1_YEAST" 0.56 0.55 0.57 0.15 0.5 0 0.54 0.25 "CYT"
"1101" "SIS2_YEAST" 0.37 0.47 0.49 0.12 0.5 0 0.47 0.31 "NUC"
"1102" "SKI3_YEAST" 0.32 0.6 0.48 0.13 0.5 0 0.53 0.22 "NUC"
"1103" "SKN1_YEAST" 0.38 0.42 0.31 0.35 0.5 0 0.52 0.22 "ME3"
"1104" "SKN7_YEAST" 0.46 0.56 0.56 0.25 0.5 0 0.43 0.22 "NUC"
"1105" "SKO1_YEAST" 0.47 0.55 0.57 0.17 0.5 0 0.52 0.66 "NUC"
"1106" "SLA1_YEAST" 0.37 0.55 0.52 0.13 0.5 0 0.42 0.8 "CYT"
"1107" "SLA2_YEAST" 0.46 0.48 0.38 0.22 0.5 0 0.39 0.45 "ME3"
"1108" "PLSC_YEAST" 0.8 0.69 0.53 0.33 0.5 0 0.51 0.22 "ME2"
"1109" "SLN1_YEAST" 0.52 0.65 0.36 0.37 0.5 0 0.52 0.34 "ME3"
"1110" "SLU7_YEAST" 0.19 0.16 0.68 0.36 0.5 0 0.49 0.21 "NUC"
"1111" "SLY1_YEAST" 0.64 0.31 0.53 0.15 0.5 0 0.53 0.31 "CYT"
"1112" "SLY4_YEAST" 0.4 0.43 0.36 0.33 0.5 0 0.51 0.22 "ME3"
"1113" "SMC1_YEAST" 0.47 0.56 0.51 0.2 0.5 0 0.52 0.59 "NUC"
"1114" "SMC2_YEAST" 0.4 0.75 0.44 0.12 0.5 0 0.49 0.22 "NUC"
"1115" "SMD1_YEAST" 0.48 0.55 0.58 0.18 0.5 0 0.38 0.69 "NUC"
"1116" "SMF1_YEAST" 0.57 0.51 0.34 0.13 0.5 0 0.53 0.27 "MIT"
"1117" "SMF2_YEAST" 0.23 0.37 0.32 0.13 0.5 0 0.53 0.22 "MIT"
"1118" "SMY1_YEAST" 0.54 0.5 0.51 0.26 0.5 0 0.52 0.22 "CYT"
"1119" "SMY2_YEAST" 0.6 0.64 0.56 0.36 0.5 0 0.46 0.27 "CYT"
"1120" "SNC1_YEAST" 0.27 0.41 0.24 0.2 0.5 0 0.49 0.22 "ME3"
"1121" "SNC2_YEAST" 0.25 0.35 0.22 0.18 0.5 0 0.46 0.22 "ME3"
"1122" "SNF1_YEAST" 0.39 0.45 0.51 0.29 0.5 0 0.54 0.22 "CYT"
"1123" "SNF2_YEAST" 0.33 0.47 0.55 0.24 0.5 0 0.45 0.67 "NUC"
"1124" "SNF3_YEAST" 0.37 0.4 0.38 0.18 0.5 0 0.51 0.22 "ME3"
"1125" "SNF4_YEAST" 0.43 0.47 0.47 0.18 0.5 0 0.47 0.22 "CYT"
"1126" "SNF5_YEAST" 0.66 0.43 0.57 0.6 0.5 0 0.19 0.33 "NUC"
"1127" "SNF6_YEAST" 0.55 0.4 0.62 0.22 0.5 0 0.37 0.28 "NUC"
"1128" "RU17_YEAST" 0.33 0.46 0.6 0.18 0.5 0 0.51 0.26 "NUC"
"1129" "SNP2_YEAST" 0.51 0.5 0.54 0.11 0.5 0 0.6 0.22 "NUC"
"1130" "YBC6_YEAST" 0.54 0.6 0.57 0.17 0.5 0 0.44 0.22 "NUC"
"1131" "SNQ2_YEAST" 0.45 0.57 0.38 0.28 0.5 0 0.53 0.31 "ME3"
"1132" "SODC_YEAST" 0.55 0.57 0.51 0.07 0.5 0 0.55 0.22 "CYT"
"1133" "SODM_YEAST" 0.54 0.47 0.58 0.4 0.5 0 0.46 0.27 "MIT"
"1134" "SOF1_YEAST" 0.36 0.32 0.55 0.27 0.5 0 0.47 0.43 "NUC"
"1135" "SOK1_YEAST" 0.46 0.41 0.45 0.23 0.5 0 0.48 0.22 "NUC"
"1136" "SON1_YEAST" 0.4 0.39 0.6 0.23 0.5 0 0.52 0.31 "NUC"
"1137" "RL35_YEAST" 0.52 0.47 0.58 0.18 0.5 0 0.34 0.11 "CYT"
"1138" "RL35_YEAST" 0.52 0.47 0.58 0.18 0.5 0 0.34 0.11 "CYT"
"1139" "SPA2_YEAST" 0.5 0.45 0.51 0.19 0.5 0 0.53 0.25 "CYT"
"1140" "SPB4_YEAST" 0.57 0.55 0.51 0.18 0.5 0 0.51 0.43 "NUC"
"1141" "SPK1_YEAST" 0.44 0.43 0.46 0.28 0.5 0 0.45 0.29 "NUC"
"1142" "SP11_YEAST" 0.46 0.5 0.5 0.28 0.5 0 0.5 0.37 "NUC"
"1143" "SPR1_YEAST" 0.66 0.65 0.54 0.4 0.5 0 0.51 0.22 "EXC"
"1144" "SS10_YEAST" 0.77 0.73 0.49 0.46 0.5 0 0.38 0.22 "EXC"
"1145" "SX18_YEAST" 0.38 0.58 0.46 0.21 0.5 0 0.52 0.22 "NUC"
"1146" "SX19_YEAST" 0.32 0.68 0.51 0.16 0.5 0.83 0.55 0.22 "POX"
"1147" "SP10_YEAST" 0.27 0.46 0.52 0.17 0.5 0 0.49 0.44 "NUC"
"1148" "SP14_YEAST" 0.52 0.45 0.45 0.13 0.5 0 0.48 0.22 "NUC"
"1149" "TF2D_YEAST" 0.37 0.29 0.45 0.15 0.5 0 0.49 0.22 "NUC"
"1150" "SPT2_YEAST" 0.37 0.48 0.67 0.37 0.5 0 0.56 0.62 "NUC"
"1151" "SP21_YEAST" 0.44 0.59 0.54 0.18 0.5 0 0.49 0.22 "NUC"
"1152" "SP23_YEAST" 0.48 0.65 0.36 0.24 0.5 0 0.54 0.31 "NUC"
"1153" "SPT3_YEAST" 0.59 0.49 0.45 0.22 0.5 0 0.45 0.31 "NUC"
"1154" "SPT4_YEAST" 0.73 0.52 0.59 0.25 0.5 0 0.51 0.22 "NUC"
"1155" "SPT5_YEAST" 0.5 0.43 0.5 0.17 0.5 0 0.46 0.47 "NUC"
"1156" "SPT6_YEAST" 0.23 0.13 0.51 0.16 0.5 0 0.53 0.51 "NUC"
"1157" "SPT7_YEAST" 0.49 0.6 0.54 0.35 0.5 0 0.53 0.46 "NUC"
"1158" "SPT8_YEAST" 0.52 0.31 0.56 0.16 0.5 0 0.55 0.22 "NUC"
"1159" "SRB2_YEAST" 0.49 0.48 0.51 0.21 0.5 0 0.53 0.22 "NUC"
"1160" "SRB4_YEAST" 0.49 0.6 0.42 0.18 0.5 0 0.58 0.28 "NUC"
"1161" "SRB5_YEAST" 0.6 0.62 0.54 0.11 0.5 0 0.51 0.22 "NUC"
"1162" "SRB6_YEAST" 0.55 0.47 0.53 0.2 0.5 0 0.4 0.22 "NUC"
"1163" "SCA1_YEAST" 0.47 0.32 0.51 0.24 0.5 0 0.54 0.27 "NUC"
"1164" "SRD1_YEAST" 0.53 0.25 0.59 0.27 0.5 0 0.45 0.26 "NUC"
"1165" "RCC_YEAST" 0.31 0.5 0.54 0.32 0.5 0 0.53 0.31 "NUC"
"1166" "SRPI_YEAST" 0.25 0.33 0.48 0.18 0.5 0 0.42 0.33 "NUC"
"1167" "SRPR_YEAST" 0.55 0.46 0.47 0.15 0.5 0 0.47 0.22 "ME3"
"1168" "SR14_YEAST" 0.61 0.5 0.61 0.21 0.5 0 0.55 0.54 "CYT"
"1169" "SR54_YEAST" 0.5 0.52 0.51 0.22 0.5 0 0.46 0.37 "CYT"
"1170" "SR68_YEAST" 0.62 0.33 0.49 0.24 0.5 0 0.51 0.42 "CYT"
"1171" "SR72_YEAST" 0.56 0.52 0.46 0.17 0.5 0 0.49 0.73 "CYT"
"1172" "CAP_YEAST" 0.52 0.56 0.55 0.16 0.5 0 0.53 0.39 "CYT"
"1173" "HS71_YEAST" 0.53 0.48 0.51 0.18 0.5 0 0.52 0.27 "CYT"
"1174" "HS72_YEAST" 0.51 0.48 0.51 0.19 0.5 0 0.51 0.27 "CYT"
"1175" "HS73_YEAST" 0.51 0.48 0.51 0.26 0.5 0 0.51 0.27 "CYT"
"1176" "HS74_YEAST" 0.53 0.48 0.51 0.18 0.5 0 0.51 0.27 "CYT"
"1177" "HS75_YEAST" 0.6 0.46 0.51 0.1 0.5 0 0.48 0.31 "CYT"
"1178" "HS76_YEAST" 0.6 0.46 0.51 0.1 0.5 0 0.48 0.31 "CYT"
"1179" "SSB1_YEAST" 0.44 0.39 0.63 0.11 0.5 0 0.49 0.26 "NUC"
"1180" "HS77_YEAST" 0.51 0.5 0.49 0.45 0.5 0 0.48 0.22 "MIT"
"1181" "SSD1_YEAST" 0.45 0.45 0.51 0.3 0.5 0 0.48 0.44 "CYT"
"1182" "RA25_YEAST" 0.38 0.42 0.47 0.12 0.5 0 0.47 0.53 "NUC"
"1183" "SSN6_YEAST" 0.19 0.66 0.6 0.14 0.5 0 0.2 0.25 "NUC"
"1184" "SSO1_YEAST" 0.41 0.42 0.23 0.16 0.5 0 0.4 0.22 "ME3"
"1185" "SSO2_YEAST" 0.25 0.42 0.21 0.14 0.5 0 0.41 0.22 "ME3"
"1186" "S120_YEAST" 0.7 0.58 0.53 0.39 0.5 0 0.59 0.22 "EXC"
"1187" "S61G_YEAST" 0.49 0.31 0.43 0.24 0.5 0 0.54 0.22 "ME3"
"1188" "SST2_YEAST" 0.46 0.41 0.43 0.18 0.5 0 0.54 0.22 "ME3"
"1189" "AMYH_YEAST" 0.83 0.81 0.45 0.38 0.5 0 0.4 0.26 "EXC"
"1190" "ST12_YEAST" 0.38 0.51 0.56 0.21 0.5 0 0.48 0.31 "NUC"
"1191" "DAP1_YEAST" 0.32 0.36 0.28 0.38 0.5 0 0.5 0.4 "ME3"
"1192" "ST14_YEAST" 0.4 0.65 0.38 0.17 0.5 0 0.57 0.22 "ME3"
"1193" "GBG_YEAST" 0.36 0.37 0.63 0.25 0.5 0 0.3 0.22 "CYT"
"1194" "STE2_YEAST" 0.49 0.55 0.41 0.19 0.5 0 0.48 0.31 "ME3"
"1195" "ST20_YEAST" 0.3 0.45 0.55 0.19 0.5 0 0.53 0.4 "CYT"
"1196" "STE3_YEAST" 0.88 0.72 0.32 0.3 0.5 0 0.52 0.33 "ME1"
"1197" "GBB_YEAST" 0.44 0.4 0.53 0.19 0.5 0 0.48 0.27 "CYT"
"1198" "STE5_YEAST" 0.45 0.57 0.52 0.21 0.5 0 0.54 0.38 "NUC"
"1199" "STE6_YEAST" 0.46 0.61 0.38 0.35 0.5 0 0.49 0.22 "ME3"
"1200" "STF1_YEAST" 0.55 0.41 0.67 0.61 0.5 0 0.49 0.14 "MIT"
"1201" "STF2_YEAST" 0.28 0.18 0.72 0.26 0.5 0 0.49 0.25 "MIT"
"1202" "STH1_YEAST" 0.66 0.65 0.53 0.17 0.5 0 0.47 0.66 "NUC"
"1203" "STL1_YEAST" 0.36 0.5 0.39 0.23 0.5 0 0.5 0.22 "ME3"
"1204" "STP1_YEAST" 0.48 0.54 0.56 0.29 0.5 0 0.51 0.43 "NUC"
"1205" "STU1_YEAST" 0.33 0.37 0.49 0.22 0.5 0 0.55 0.22 "CYT"
"1206" "STV1_YEAST" 0.58 0.43 0.32 0.11 0.5 0 0.49 0.22 "VAC"
"1207" "TF2B_YEAST" 0.58 0.64 0.42 0.3 0.5 0 0.54 0.22 "NUC"
"1208" "INV1_YEAST" 0.74 0.82 0.46 0.24 0.5 0 0.5 0.31 "EXC"
"1209" "INV2_YEAST" 0.74 0.82 0.46 0.24 0.5 0 0.48 0.22 "EXC"
"1210" "INV4_YEAST" 0.75 0.76 0.58 0.22 0.5 0 0.49 0.22 "EXC"
"1211" "SUG1_YEAST" 0.58 0.37 0.58 0.16 0.5 0 0.51 0.22 "NUC"
"1212" "SUI1_YEAST" 0.39 0.39 0.65 0.16 0.5 0 0.45 0.22 "CYT"
"1213" "IF2A_YEAST" 0.51 0.59 0.55 0.21 0.5 0 0.52 0.22 "CYT"
"1214" "IF2B_YEAST" 0.41 0.35 0.6 0.22 0.5 0 0.56 0.79 "CYT"
"1215" "SUL1_YEAST" 0.43 0.28 0.41 0.32 0.5 0 0.52 0.22 "ME3"
"1216" "SUP1_YEAST" 0.41 0.49 0.55 0.13 0.5 0 0.55 0.22 "CYT"
"1217" "SUP2_YEAST" 0.23 0.29 0.46 0 0.5 0 0.43 0.31 "CYT"
"1218" "RS4_YEAST" 0.25 0.48 0.45 0.32 0.5 0 0.4 0.22 "CYT"
"1219" "RS11_YEAST" 0.38 0.34 0.55 0.44 0.5 0 0.48 0.26 "CYT"
"1220" "SUV3_YEAST" 0.61 0.54 0.54 0.38 0.5 0 0.54 0.29 "MIT"
"1221" "ADR6_YEAST" 0.48 0.17 0.37 0.33 0.5 0 0.44 0.36 "NUC"
"1222" "SWI3_YEAST" 0.47 0.47 0.5 0.19 0.5 0 0.51 0.26 "NUC"
"1223" "SWI4_YEAST" 0.55 0.38 0.52 0.16 0.5 0 0.49 0.64 "NUC"
"1224" "SWI5_YEAST" 0.41 0.39 0.61 0.17 0.5 0 0.5 0.61 "NUC"
"1225" "SWI6_YEAST" 0.41 0.56 0.53 0.16 0.5 0 0.55 0.26 "NUC"
"1226" "OSTD_YEAST" 0.78 0.73 0.27 0.28 0.5 0 0.56 0.22 "ME1"
"1227" "SYG1_YEAST" 0.31 0.51 0.38 0.18 0.5 0 0.46 0.31 "ME3"
"1228" "TAL1_YEAST" 0.63 0.64 0.49 0.2 0.5 0 0.52 0.25 "CYT"
"1229" "VAL1_YEAST" 0.31 0.4 0.31 0.17 0.5 0 0.52 0.22 "ME3"
"1230" "TBF1_YEAST" 0.44 0.65 0.49 0.16 0.5 0 0.48 0.31 "NUC"
"1231" "RL3_YEAST" 0.48 0.44 0.46 0.37 0.5 0 0.46 0.36 "CYT"
"1232" "TCPA_YEAST" 0.5 0.49 0.46 0.22 0.5 0 0.53 0.25 "CYT"
"1233" "TCPE_YEAST" 0.62 0.42 0.47 0.16 0.5 0 0.52 0.22 "CYT"
"1234" "TCPB_YEAST" 0.5 0.45 0.52 0.18 0.5 0 0.52 0.22 "CYT"
"1235" "TCPG_YEAST" 0.59 0.51 0.47 0.21 0.5 0 0.47 0.22 "CYT"
"1236" "TCPD_YEAST" 0.39 0.47 0.49 0.2 0.5 0 0.53 0.26 "CYT"
"1237" "TCPZ_YEAST" 0.49 0.48 0.52 0.24 0.5 0 0.5 0.22 "CYT"
"1238" "G3P1_YEAST" 0.59 0.48 0.49 0.42 0.5 0 0.52 0.22 "CYT"
"1239" "G3P2_YEAST" 0.57 0.35 0.5 0.43 0.5 0 0.53 0.22 "CYT"
"1240" "G3P3_YEAST" 0.61 0.52 0.5 0.44 0.5 0 0.53 0.22 "CYT"
"1241" "TF3B_YEAST" 0.49 0.51 0.52 0.13 0.5 0 0.51 0.33 "NUC"
"1242" "TEC1_YEAST" 0.45 0.4 0.56 0.15 0.5 0 0.52 0.22 "NUC"
"1243" "EF1A_YEAST" 0.63 0.43 0.48 0.11 0.5 0 0.51 0.22 "CYT"
"1244" "EF1A_YEAST" 0.63 0.43 0.48 0.11 0.5 0 0.51 0.22 "CYT"
"1245" "EF1G_YEAST" 0.52 0.45 0.53 0.34 0.5 0 0.52 0.44 "CYT"
"1246" "EF1H_YEAST" 0.54 0.48 0.55 0.33 0.5 0 0.55 0.4 "CYT"
"1247" "T2EA_YEAST" 0.55 0.79 0.45 0.25 0.5 0 0.51 0.22 "NUC"
"1248" "YK42_YEAST" 0.58 0.51 0.63 0.2 0.5 0 0.5 0.42 "NUC"
"1249" "TFB1_YEAST" 0.63 0.58 0.57 0.1 0.5 0 0.52 0.33 "NUC"
"1250" "TFC1_YEAST" 0.54 0.67 0.56 0.15 0.5 0 0.57 0.33 "NUC"
"1251" "TF3A_YEAST" 0.41 0.59 0.65 0.14 0.5 0 0.49 0.33 "NUC"
"1252" "TFC3_YEAST" 0.47 0.38 0.5 0.15 0.5 0 0.49 0.47 "NUC"
"1253" "TFC4_YEAST" 0.33 0.17 0.52 0.13 0.5 0 0.51 0.75 "NUC"
"1254" "DKA1_YEAST" 0.42 0.5 0.59 0.17 0.5 0 0.51 0.22 "CYT"
"1255" "THRC_YEAST" 0.54 0.55 0.55 0.4 0.5 0 0.53 0.22 "CYT"
"1256" "SYTC_YEAST" 0.31 0.31 0.57 0.15 0.5 0 0.5 0.22 "CYT"
"1257" "IF4A_YEAST" 0.38 0.42 0.5 0.19 0.5 0 0.44 0.22 "CYT"
"1258" "IF1A_YEAST" 0.33 0.36 0.62 0.26 0.5 0 0.55 0.22 "CYT"
"1259" "IF4A_YEAST" 0.38 0.42 0.5 0.19 0.5 0 0.44 0.22 "CYT"
"1260" "TIF3_YEAST" 0.47 0.56 0.58 0.19 0.5 0 0.44 0.64 "CYT"
"1261" "IF41_YEAST" 0.32 0.32 0.52 0.18 0.5 0 0.48 0.34 "CYT"
"1262" "IF42_YEAST" 0.28 0.27 0.5 0.14 0.5 0 0.5 0.28 "CYT"
"1263" "IF5_YEAST" 0.41 0.46 0.57 0.25 0.5 0 0.57 0.38 "CYT"
"1264" "IF52_YEAST" 0.44 0.54 0.51 0.16 0.5 0 0.58 0.22 "CYT"
"1265" "IF51_YEAST" 0.44 0.55 0.51 0.16 0.5 0 0.6 0.22 "CYT"
"1266" "TIP1_YEAST" 0.77 0.7 0.44 0.29 0.5 0 0.56 0.22 "ME1"
"1267" "TP20_YEAST" 0.4 0.56 0.53 0.15 0.5 0 0.49 0.22 "CYT"
"1268" "SRP1_YEAST" 0.79 0.79 0.42 0.26 0.5 0 0.6 0.22 "ME1"
"1269" "SRP2_YEAST" 0.8 0.83 0.43 0.24 0.5 0 0.54 0.22 "ME1"
"1270" "TKT1_YEAST" 0.58 0.55 0.51 0.13 0.5 0 0.52 0.22 "CYT"
"1271" "TKT2_YEAST" 0.55 0.69 0.51 0.12 0.5 0 0.51 0.22 "CYT"
"1272" "TYSY_YEAST" 0.47 0.46 0.53 0.12 0.5 0 0.51 0.25 "NUC"
"1273" "TOA1_YEAST" 0.57 0.29 0.63 0.22 0.5 0 0.49 0.27 "NUC"
"1274" "TOA2_YEAST" 0.52 0.49 0.59 0.21 0.5 0 0.47 0.22 "NUC"
"1275" "TOP1_YEAST" 0.41 0.42 0.53 0.17 0.5 0 0.48 0.58 "NUC"
"1276" "TOP2_YEAST" 0.45 0.36 0.5 0.19 0.5 0 0.53 0.7 "NUC"
"1277" "TOP3_YEAST" 0.53 0.51 0.54 0.21 0.5 0 0.45 0.22 "NUC"
"1278" "TOR2_YEAST" 0.49 0.5 0.42 0.43 0.5 0 0.5 0.36 "VAC"
"1279" "TPIS_YEAST" 0.44 0.49 0.49 0.27 0.5 0 0.52 0.22 "CYT"
"1280" "KAPA_YEAST" 0.25 0.26 0.53 0.17 0.5 0 0.45 0.22 "CYT"
"1281" "KAPB_YEAST" 0.49 0.46 0.54 0.18 0.5 0 0.35 0.22 "CYT"
"1282" "KAPC_YEAST" 0.42 0.37 0.54 0.17 0.5 0 0.51 0.22 "CYT"
"1283" "TPM1_YEAST" 0.42 0.45 0.75 0.21 0.5 0 0.48 0.22 "CYT"
"1284" "TPM2_YEAST" 0.39 0.45 0.75 0.17 0.5 0 0.51 0.22 "CYT"
"1285" "TPS1_YEAST" 0.63 0.54 0.53 0.27 0.5 0 0.49 0.22 "CYT"
"1286" "TPS2_YEAST" 0.54 0.43 0.48 0.27 0.5 0 0.44 0.41 "CYT"
"1287" "TPS3_YEAST" 0.4 0.44 0.5 0.13 0.5 0 0.52 0.39 "CYT"
"1288" "TRK1_YEAST" 0.55 0.39 0.39 0.47 0.5 0 0.5 0.83 "ME3"
"1289" "TRK2_YEAST" 0.59 0.48 0.41 0.53 0.5 0 0.48 0.56 "ME3"
"1290" "TRNL_YEAST" 0.49 0.38 0.49 0.15 0.5 0 0.53 0.25 "NUC"
"1291" "TRM1_YEAST" 0.53 0.45 0.52 0.29 0.5 0 0.55 0.38 "MIT"
"1292" "TRPF_YEAST" 0.62 0.6 0.54 0.22 0.5 0 0.54 0.27 "CYT"
"1293" "TRPE_YEAST" 0.33 0.46 0.53 0.12 0.5 0 0.5 0.27 "CYT"
"1294" "TRPG_YEAST" 0.57 0.36 0.51 0.25 0.5 0 0.54 0.25 "CYT"
"1295" "TRPD_YEAST" 0.45 0.76 0.51 0.25 0.5 0 0.59 0.22 "CYT"
"1296" "TRP_YEAST" 0.48 0.44 0.51 0.24 0.5 0 0.49 0.22 "CYT"
"1297" "TSA_YEAST" 0.59 0.64 0.44 0.26 0.5 0 0.5 0.22 "CYT"
"1298" "TSL1_YEAST" 0.79 0.56 0.53 0.19 0.5 0 0.47 0.35 "CYT"
"1299" "TSM1_YEAST" 0.5 0.5 0.48 0.34 0.5 0 0.52 0.27 "NUC"
"1300" "TTP1_YEAST" 0.79 0.62 0.35 0.35 0.5 0 0.6 0.28 "ME2"
"1301" "GLRX_YEAST" 0.52 0.5 0.6 0.2 0.5 0 0.52 0.22 "CYT"
"1302" "TBA1_YEAST" 0.59 0.46 0.57 0.17 0.5 0 0.52 0.22 "CYT"
"1303" "TBB_YEAST" 0.53 0.42 0.53 0.19 0.5 0 0.47 0.22 "CYT"
"1304" "TBA3_YEAST" 0.59 0.46 0.55 0.17 0.5 0 0.52 0.25 "CYT"
"1305" "EFTU_YEAST" 0.61 0.73 0.5 0.58 0.5 0 0.5 0.22 "MIT"
"1306" "TUP1_YEAST" 0.5 0.43 0.56 0.17 0.5 0 0.35 0.22 "NUC"
"1307" "TYE7_YEAST" 0.36 0.52 0.61 0.33 0.5 0 0.52 0.37 "NUC"
"1308" "TYR1_YEAST" 0.66 0.54 0.53 0.17 0.5 0 0.54 0.22 "CYT"
"1309" "UBA1_YEAST" 0.52 0.51 0.48 0.12 0.5 0 0.54 0.31 "CYT"
"1310" "UBC1_YEAST" 0.56 0.46 0.51 0.25 0.5 0 0.54 0.22 "CYT"
"1311" "UBC4_YEAST" 0.47 0.46 0.49 0.27 0.5 0 0.59 0.22 "CYT"
"1312" "UBC5_YEAST" 0.5 0.46 0.49 0.27 0.5 0 0.6 0.22 "CYT"
"1313" "UBC6_YEAST" 0.43 0.48 0.36 0.26 0.5 0 0.52 0.22 "ME3"
"1314" "UBC7_YEAST" 0.5 0.44 0.57 0.28 0.5 0 0.57 0.22 "CYT"
"1315" "UBIQ_YEAST" 0.46 0.47 0.62 0.3 0.5 0 0.38 0.22 "CYT"
"1316" "UBP1_YEAST" 0.59 0.7 0.46 0.19 0.5 0 0.54 0.44 "CYT"
"1317" "UBP2_YEAST" 0.19 0.41 0.55 0.13 0.5 0 0.52 0.25 "CYT"
"1318" "UBP3_YEAST" 0.27 0.43 0.5 0.13 0.5 0 0.54 0.31 "CYT"
"1319" "UBR1_YEAST" 0.42 0.46 0.44 0.17 0.5 0 0.51 0.42 "CYT"
"1320" "UGA3_YEAST" 0.49 0.36 0.47 0.28 0.5 0 0.56 0.54 "NUC"
"1321" "UGA4_YEAST" 0.42 0.51 0.33 0.16 0.5 0 0.54 0.22 "ME3"
"1322" "UME5_YEAST" 0.34 0.42 0.48 0.19 0.5 0 0.46 0.31 "NUC"
"1323" "UME6_YEAST" 0.6 0.57 0.63 0.22 0.5 0 0.5 0.49 "NUC"
"1324" "UNG_YEAST" 0.53 0.44 0.54 0.52 0.5 0 0.49 0.38 "NUC"
"1325" "PYRD_YEAST" 0.48 0.39 0.56 0.23 0.5 0 0.6 0.22 "CYT"
"1326" "PYR1_YEAST" 0.56 0.49 0.47 0.13 0.5 0 0.52 0.22 "NUC"
"1327" "UMPK_YEAST" 0.47 0.59 0.56 0.09 0.5 0 0.5 0.22 "CYT"
"1328" "RL21_YEAST" 0.4 0.28 0.58 0.44 0.5 0 0.41 0.22 "CYT"
"1329" "RSU2_YEAST" 0.54 0.35 0.55 0.19 0.5 0 0.3 0.22 "CYT"
"1330" "USO1_YEAST" 0.5 0.47 0.45 0.14 0.5 0 0.53 0.32 "ME3"
"1331" "YEU2_YEAST" 0.55 0.49 0.6 0.18 0.5 0 0.51 0.22 "NUC"
"1332" "VAC1_YEAST" 0.55 0.44 0.5 0.09 0.5 0 0.55 0.22 "VAC"
"1333" "RMAR_YEAST" 0.66 0.37 0.6 0.25 0.5 0 0.69 0.22 "MIT"
"1334" "SYV_YEAST" 0.51 0.49 0.48 0.55 0.5 0 0.52 0.58 "CYT"
"1335" "VATA_YEAST" 0.36 0.51 0.51 0.17 0.5 0 0.52 0.22 "VAC"
"1336" "VM11_YEAST" 0.68 0.68 0.35 0.16 0.5 0 0.62 0.22 "VAC"
"1337" "VATB_YEAST" 0.44 0.35 0.55 0.14 0.5 0 0.52 0.22 "VAC"
"1338" "VATL_YEAST" 0.73 0.59 0.35 0.15 0.5 0 0.54 0.22 "VAC"
"1339" "VATE_YEAST" 0.6 0.37 0.52 0.15 0.5 0 0.55 0.26 "VAC"
"1340" "VATC_YEAST" 0.64 0.61 0.56 0.15 0.5 0 0.54 0.22 "VAC"
"1341" "VATX_YEAST" 0.48 0.58 0.58 0.12 0.5 0 0.49 0.22 "VAC"
"1342" "VATF_YEAST" 0.65 0.58 0.53 0.21 0.5 0 0.51 0.22 "VAC"
"1343" "VATD_YEAST" 0.48 0.49 0.49 0.26 0.5 0 0.39 0.27 "VAC"
"1344" "VPH1_YEAST" 0.57 0.54 0.32 0.15 0.5 0 0.52 0.25 "VAC"
"1345" "VM12_YEAST" 0.4 0.36 0.32 0.16 0.5 0 0.51 0.27 "VAC"
"1346" "VPS1_YEAST" 0.5 0.55 0.52 0.16 0.5 0 0.51 0.31 "CYT"
"1347" "VP15_YEAST" 0.65 0.63 0.47 0.22 0.5 0 0.52 0.27 "CYT"
"1348" "VP16_YEAST" 0.41 0.48 0.51 0.2 0.5 0 0.51 0.22 "CYT"
"1349" "VP17_YEAST" 0.25 0.4 0.54 0.16 0.5 0 0.43 0.22 "CYT"
"1350" "YP51_YEAST" 0.63 0.56 0.52 0.21 0.5 0 0.5 0.22 "CYT"
"1351" "SLP1_YEAST" 0.56 0.68 0.42 0.36 0.5 0 0.49 0.22 "CYT"
"1352" "VP34_YEAST" 0.57 0.47 0.48 0.17 0.5 0 0.52 0.26 "VAC"
"1353" "VP45_YEAST" 0.46 0.52 0.51 0.13 0.5 0 0.47 0.22 "CYT"
"1354" "VRP1_YEAST" 0.5 0.4 0.57 0.17 0.5 0 0.59 0.22 "CYT"
"1355" "OSTB_YEAST" 0.78 0.71 0.35 0.25 0.5 0 0.49 0.22 "ME1"
"1356" "XRS2_YEAST" 0.64 0.56 0.52 0.17 0.5 0 0.54 0.47 "NUC"
"1357" "YAA7_YEAST" 1 0.8 0.29 0.36 0.5 0 0.52 0.22 "ME1"
"1358" "YAB1_YEAST" 0.51 0.39 0.56 0.55 0.5 0 0.46 0.64 "MIT"
"1359" "YAB8_YEAST" 0.69 0.66 0.36 0.09 0.5 0 0.56 0.22 "ME1"
"1360" "YAB9_YEAST" 0.4 0.45 0.45 0.15 0.5 0 0.53 0.48 "NUC"
"1361" "YAC2_YEAST" 0.49 0.53 0.36 0.15 0.5 0 0.52 0.27 "ME3"
"1362" "YAE2_YEAST" 0.39 0.63 0.41 0.27 0.5 0 0.49 0.22 "ME3"
"1363" "YAF1_YEAST" 0.45 0.51 0.43 0.22 0.5 0 0.57 0.22 "NUC"
"1364" "YAF3_YEAST" 0.77 0.78 0.27 0.37 0.5 0 0.49 0.22 "ME1"
"1365" "YAG3_YEAST" 0.88 0.75 0.41 0.36 0.5 0 0.43 0.22 "ME2"
"1366" "YAG7_YEAST" 0.49 0.49 0.4 0.2 0.5 0 0.48 0.26 "ME3"
